t_seconds,rms,spectral_centroid_hz,spectral_spread_hz,spectral_rolloff_hz,spectral_flatness,zcr,peak_hz,frame_index,spectral_spread_khz
124.416,0.04976677,6326.9337853973375,5252.435192211813,11835.9375,0.008434959,0.1103515625,445.3125,11664,5.252435192211813
124.42666666666666,0.05080587,6070.203328230296,5131.8845616005765,11484.375,0.0062666237,0.09423828125,445.3125,11665,5.131884561600576
124.43733333333333,0.057006806,5505.508255728777,4947.970134964787,11132.8125,0.0028321685,0.076171875,445.3125,11666,4.947970134964787
124.448,0.06465543,5038.547424654434,4779.5694008752425,10851.5625,0.001584032,0.0517578125,445.3125,11667,4.779569400875243
124.45866666666667,0.06610478,4872.689609251287,4581.2796092420085,10710.9375,0.0010977034,0.05322265625,421.875,11668,4.581279609242008
124.46933333333334,0.06519125,5195.654242772867,4230.197066403205,10523.4375,0.0017367507,0.07080078125,421.875,11669,4.230197066403205
124.48,0.067590214,5348.082707319168,3970.150955332431,10500.0,0.002264423,0.1025390625,421.875,11670,3.970150955332431
124.49066666666667,0.072538115,5306.063458441565,4093.671689599381,10382.8125,0.007340926,0.1142578125,421.875,11671,4.093671689599381
124.50133333333333,0.11645772,4799.8084466114715,4483.111391236439,10312.5,0.0104168365,0.10302734375,210.9375,11672,4.483111391236439
124.512,0.16986781,4389.275660410423,4760.783813166733,10476.5625,0.0055069905,0.078125,70.3125,11673,4.760783813166733
124.52266666666667,0.17912893,4532.875027795311,4959.667360825106,10710.9375,0.0040448266,0.05126953125,70.3125,11674,4.959667360825105
124.53333333333333,0.16992906,4428.287486297266,4944.740140806345,10687.5,0.0028433402,0.03076171875,93.75,11675,4.944740140806345
124.544,0.17592697,3886.200187219647,4735.875348094637,10101.5625,0.0014113717,0.0341796875,93.75,11676,4.735875348094637
124.55466666666666,0.18218632,3485.9954072543837,4485.092104569261,9281.25,0.0008033199,0.037109375,70.3125,11677,4.4850921045692616
124.56533333333333,0.14282686,3844.433626139191,4494.420480764221,9562.5,0.0012965034,0.0341796875,70.3125,11678,4.494420480764221
124.576,0.1118507,3889.055887943101,4400.834733176718,9351.5625,0.0015067522,0.04736328125,70.3125,11679,4.400834733176718
124.58666666666667,0.09250865,3825.283969935421,4295.626107229152,9117.1875,0.001862673,0.05810546875,70.3125,11680,4.295626107229152
124.59733333333334,0.08291386,3952.701287235683,4338.564146991343,9070.3125,0.0027431368,0.0732421875,375.0,11681,4.3385641469913425
124.608,0.075058974,4472.039598955682,4549.953863586614,9632.8125,0.00493698,0.08544921875,375.0,11682,4.549953863586614
124.61866666666667,0.07834195,4767.54003034316,4465.312282020127,9703.125,0.0069440883,0.10009765625,70.3125,11683,4.465312282020127
124.62933333333334,0.08439801,4880.285960806417,4344.601093236626,9703.125,0.008674172,0.1005859375,70.3125,11684,4.344601093236626
124.64,0.08235464,4842.877842672335,4401.2797192640855,9890.625,0.007488409,0.099609375,70.3125,11685,4.401279719264085
124.65066666666667,0.08546107,4641.696151716954,4497.402394174869,9890.625,0.00550528,0.09228515625,70.3125,11686,4.497402394174869
124.66133333333333,0.08763804,4580.937690772204,4589.416110559756,10078.125,0.0043821456,0.07421875,398.4375,11687,4.589416110559756
124.672,0.08474438,4437.698390324826,4596.3599913381895,10078.125,0.0032663161,0.06298828125,398.4375,11688,4.59635999133819
124.68266666666666,0.086805336,4126.402022614786,4501.281673390598,9937.5,0.0022920743,0.0537109375,398.4375,11689,4.501281673390598
124.69333333333333,0.096718706,3671.148205047523,4205.843996405511,9187.5,0.0015705614,0.056640625,421.875,11690,4.205843996405511
124.704,0.09327099,3689.7601829616406,4054.564462345284,8742.1875,0.0018387625,0.08056640625,70.3125,11691,4.054564462345284
124.71466666666667,0.09437731,4997.7508376065,4661.298710012053,10710.9375,0.007863642,0.13232421875,70.3125,11692,4.661298710012053
124.72533333333334,0.09351857,6414.808060580046,4937.748702726,11929.6875,0.022703437,0.193359375,70.3125,11693,4.937748702726
124.736,0.06639447,7160.981120238536,4790.757861644745,12304.6875,0.03013912,0.25244140625,70.3125,11694,4.790757861644745
124.74666666666667,0.044673692,7670.0353253650355,4474.739244070007,12328.125,0.026859311,0.2841796875,421.875,11695,4.4747392440700064
124.75733333333334,0.034924027,7678.617629988679,4423.37987580248,12281.25,0.023273446,0.28857421875,421.875,11696,4.423379875802479
124.768,0.026808593,7825.292713134146,4656.945258575996,12656.25,0.024953356,0.30615234375,445.3125,11697,4.6569452585759965
124.77866666666667,0.023282612,8810.531328352638,5149.143873222152,14460.9375,0.035738625,0.29931640625,445.3125,11698,5.149143873222152
124.78933333333333,0.022279195,9271.369659063457,5639.548005125,16148.4375,0.043996736,0.31640625,421.875,11699,5.6395480051249995
124.8,0.02387447,8633.837683336485,5628.8241745603245,15726.5625,0.07318348,0.33984375,421.875,11700,5.628824174560324
